NAME OF RESTAURANT,CITY,COUNTRY CODE,DAY OF WEEK,START TIME HOUR,START TIME MINUTE,END TIME HOUR,END TIME MINUTE
Red Hot World Buffet,Liverpool,GB,5,12,00,23,00
Red Hot World Buffet,Liverpool,GB,6,12,00,22,00
Red Lantern,Boston,US,0,16,30,00,00
Red Lantern,Boston,US,1,16,30,00,00
Red Lantern,Boston,US,2,16,30,00,00
Red Lantern,Boston,US,3,16,30,01,00
Red Lantern,Boston,US,4,16,30,02,00
Red Lantern,Boston,US,5,16,30,02,00
Red Lantern,Boston,US,6,16,30,00,00
Red Lantern,Seattle,US,0,11,00,14,30
Red Lantern,Seattle,US,0,17,00,21,30
Red Lantern,Seattle,US,1,11,00,14,30
Red Lantern,Seattle,US,1,17,00,21,30
Red Lantern,Seattle,US,2,11,00,14,30
Red Lantern,Seattle,US,2,17,00,21,30
Red Lantern,Seattle,US,3,11,00,14,30
Red Lantern,Seattle,US,3,17,00,21,30
Red Lantern,Seattle,US,4,11,00,14,30
Red Lantern,Seattle,US,4,17,00,21,30
Red Lantern,Seattle,US,5,12,00,15,00
Red Lantern,Seattle,US,5,17,00,21,30
Red Mill Burgers,Seattle,US,1,11,00,21,00
Red Mill Burgers,Seattle,US,2,11,00,21,00
Red Mill Burgers,Seattle,US,3,11,00,21,00
Red Mill Burgers,Seattle,US,4,11,00,21,00
Red Mill Burgers,Seattle,US,5,11,00,21,00
Red Mill Burgers,Seattle,US,6,12,00,20,00
Red Mill Totem House,Seattle,US,1,11,00,21,00
Red Mill Totem House,Seattle,US,2,11,00,21,00
Red Mill Totem House,Seattle,US,3,11,00,21,00
Red Mill Totem House,Seattle,US,4,11,00,21,00
Red Mill Totem House,Seattle,US,5,11,00,21,00
Red Mill Totem House,Seattle,US,6,12,00,20,00
Red Onion,Glasgow,GB,0,11,00,22,00
Red Onion,Glasgow,GB,1,11,00,22,00
Red Onion,Glasgow,GB,2,11,00,22,00
Red Onion,Glasgow,GB,3,11,00,22,00
Red Onion,Glasgow,GB,4,11,00,22,00
Red Onion,Glasgow,GB,5,11,00,22,00
Red Onion,Glasgow,GB,6,11,00,22,00
Red Ox Bar & Grill,Houston,US,2,11,00,14,00
Red Ox Bar & Grill,Houston,US,2,17,00,22,00
Red Ox Bar & Grill,Houston,US,3,11,00,14,00
Red Ox Bar & Grill,Houston,US,3,17,00,21,00
Red Ox Bar & Grill,Houston,US,4,11,00,14,00
Red Ox Bar & Grill,Houston,US,4,17,00,22,00
Red Ox Bar & Grill,Houston,US,5,17,00,21,00
Red Pepper,Melbourne,AU,0,11,30,23,30
Red Pepper,Melbourne,AU,1,11,30,23,30
Red Pepper,Melbourne,AU,2,11,30,23,30
Red Pepper,Melbourne,AU,3,11,30,23,30
Red Pepper,Melbourne,AU,4,11,30,00,00
Red Pepper,Melbourne,AU,5,11,30,00,00
Red Pepper,Melbourne,AU,6,11,30,23,30
Red Rocks Cafe Bar & Bakery,Charlotte,US,0,11,00,22,00
Red Rocks Cafe Bar & Bakery,Charlotte,US,1,11,00,22,00
Red Rocks Cafe Bar & Bakery,Charlotte,US,2,11,00,22,00
Red Rocks Cafe Bar & Bakery,Charlotte,US,3,11,00,22,00
Red Rocks Cafe Bar & Bakery,Charlotte,US,4,11,00,23,00
Red Rocks Cafe Bar & Bakery,Charlotte,US,5,11,00,23,00
Red Rocks Cafe Bar & Bakery,Charlotte,US,6,10,30,22,00
Red Rose Coffee Lounge,Sydney,AU,0,07,00,17,00
Red Rose Coffee Lounge,Sydney,AU,1,07,00,17,00
Red Rose Coffee Lounge,Sydney,AU,2,07,00,17,00
Red Rose Coffee Lounge,Sydney,AU,3,07,00,17,00
Red Rose Coffee Lounge,Sydney,AU,4,07,00,16,00
Red Sea Restaurant & Bar,Charlotte,US,1,11,00,15,00
Red Sea Restaurant & Bar,Charlotte,US,1,17,00,02,00
Red Sea Restaurant & Bar,Charlotte,US,2,11,00,15,00
Red Sea Restaurant & Bar,Charlotte,US,2,17,00,02,00
Red Sea Restaurant & Bar,Charlotte,US,3,11,00,15,00
Red Sea Restaurant & Bar,Charlotte,US,3,17,00,02,00
Red Sea Restaurant & Bar,Charlotte,US,4,11,00,15,00
Red Sea Restaurant & Bar,Charlotte,US,4,17,00,02,00
Red Sea Restaurant & Bar,Charlotte,US,5,17,00,02,00
Red Sea Restaurant & Bar,Charlotte,US,6,17,00,22,00
Red Silks,Melbourne,AU,0,11,00,22,00
Red Silks,Melbourne,AU,1,11,00,22,00
Red Silks,Melbourne,AU,2,11,00,22,00
Red Silks,Melbourne,AU,3,11,00,22,00
Red Silks,Melbourne,AU,4,11,00,23,00
Red Silks,Melbourne,AU,5,11,00,23,00
Red Silks,Melbourne,AU,6,11,00,21,00
Red Smoke Barbecue,Detroit,US,0,11,00,23,00
Red Smoke Barbecue,Detroit,US,1,11,00,23,00
Red Smoke Barbecue,Detroit,US,2,11,00,23,00
Red Smoke Barbecue,Detroit,US,3,11,00,23,00
Red Smoke Barbecue,Detroit,US,4,11,00,00,00
Red Smoke Barbecue,Detroit,US,5,11,00,00,00
Red Smoke Barbecue,Detroit,US,6,11,00,23,00
Red Spice QV,Melbourne,AU,0,12,00,15,00
Red Spice QV,Melbourne,AU,0,17,00,22,00
Red Spice QV,Melbourne,AU,1,12,00,15,00
Red Spice QV,Melbourne,AU,1,17,00,22,00
Red Spice QV,Melbourne,AU,2,12,00,15,00
Red Spice QV,Melbourne,AU,2,17,00,22,00
Red Spice QV,Melbourne,AU,3,12,00,15,00
Red Spice QV,Melbourne,AU,3,17,00,22,00
Red Spice QV,Melbourne,AU,4,12,00,15,00
Red Spice QV,Melbourne,AU,4,17,00,22,00
Red Spice QV,Melbourne,AU,5,12,00,15,00
Red Spice QV,Melbourne,AU,5,18,00,22,00
Red Spice QV,Melbourne,AU,6,12,00,15,00
Red Spice QV,Melbourne,AU,6,18,00,22,00
Red Spice Road,Melbourne,AU,0,12,00,15,00
Red Spice Road,Melbourne,AU,0,17,00,22,00
Red Spice Road,Melbourne,AU,1,12,00,15,00
Red Spice Road,Melbourne,AU,1,17,00,22,00
Red Spice Road,Melbourne,AU,2,12,00,15,00
Red Spice Road,Melbourne,AU,2,17,00,22,00
Red Spice Road,Melbourne,AU,3,12,00,15,00
Red Spice Road,Melbourne,AU,3,17,00,22,00
Red Spice Road,Melbourne,AU,4,12,00,15,00
Red Spice Road,Melbourne,AU,4,17,00,22,00
Red Spice Road,Melbourne,AU,5,12,00,15,00
Red Spice Road,Melbourne,AU,5,18,00,22,00
Red Spice Road,Melbourne,AU,6,12,00,15,00
Red Spice Road,Melbourne,AU,6,18,00,22,00
Red Toque Cafe,Washington,US,0,11,00,22,00
Red Toque Cafe,Washington,US,1,11,00,22,00
Red Toque Cafe,Washington,US,2,11,00,22,00
Red Toque Cafe,Washington,US,3,11,00,22,00
Red Toque Cafe,Washington,US,4,11,00,22,00
Red Toque Cafe,Washington,US,5,12,00,22,00
Red Toque Cafe,Washington,US,6,12,00,22,00
"Red, White and Basil",Washington,US,0,17,00,22,00
"Red, White and Basil",Washington,US,1,17,00,22,00
"Red, White and Basil",Washington,US,2,17,00,22,00
"Red, White and Basil",Washington,US,3,17,00,22,00
"Red, White and Basil",Washington,US,4,17,00,22,00
"Red, White and Basil",Washington,US,5,12,00,22,00
"Red, White and Basil",Washington,US,6,12,00,22,00
Redoak Boutique Beer Cafe,Sydney,AU,0,12,00,00,00
Redoak Boutique Beer Cafe,Sydney,AU,1,12,00,00,00
Redoak Boutique Beer Cafe,Sydney,AU,2,12,00,00,00
Redoak Boutique Beer Cafe,Sydney,AU,3,12,00,01,00
Redoak Boutique Beer Cafe,Sydney,AU,4,12,00,01,00
Redoak Boutique Beer Cafe,Sydney,AU,5,12,00,01,00
Red's Best Seafood at the Boston Public Market,Boston,US,0,08,00,20,00
Red's Best Seafood at the Boston Public Market,Boston,US,1,08,00,20,00
Red's Best Seafood at the Boston Public Market,Boston,US,2,08,00,20,00
Red's Best Seafood at the Boston Public Market,Boston,US,3,08,00,20,00
Red's Best Seafood at the Boston Public Market,Boston,US,4,08,00,20,00
Red's Best Seafood at the Boston Public Market,Boston,US,5,08,00,20,00
Red's Best Seafood at the Boston Public Market,Boston,US,6,10,00,20,00
Red's Snow Wagon & More,Houston,US,1,11,00,19,30
Red's Snow Wagon & More,Houston,US,2,11,00,19,30
Red's Snow Wagon & More,Houston,US,3,11,00,19,30
Red's Snow Wagon & More,Houston,US,4,11,00,19,30
Red's Snow Wagon & More,Houston,US,5,11,00,19,30
Reef,Houston,US,0,11,00,22,00
Reef,Houston,US,1,11,00,22,00
Reef,Houston,US,2,11,00,22,00
Reef,Houston,US,3,11,00,22,00
Reef,Houston,US,4,11,00,23,00
Reef,Houston,US,5,17,00,23,00
Reem's,San Francisco,US,3,09,00,21,00
Reem's,San Francisco,US,4,09,00,21,00
Reem's,San Francisco,US,5,08,00,14,00
Regal Bakery & Cafe,Denver,US,0,07,00,18,00
Regal Bakery & Cafe,Denver,US,1,07,00,18,00
Regal Bakery & Cafe,Denver,US,2,07,00,18,00
Regal Bakery & Cafe,Denver,US,3,07,00,18,00
Regal Bakery & Cafe,Denver,US,4,07,00,18,00
Regal Bakery & Cafe,Denver,US,5,08,00,14,00
Regal Bakery & Cafe,Denver,US,6,08,00,14,00
Regency Chinese Cuisine,Melbourne,AU,0,11,30,22,00
Regency Chinese Cuisine,Melbourne,AU,1,11,30,22,00
Regency Chinese Cuisine,Melbourne,AU,2,11,30,22,00
Regency Chinese Cuisine,Melbourne,AU,3,11,30,22,00
Regency Chinese Cuisine,Melbourne,AU,4,11,30,23,00
Regency Chinese Cuisine,Melbourne,AU,5,17,30,23,00
Reggae Hut,Houston,US,0,11,00,21,00
Reggae Hut,Houston,US,1,11,00,21,00
Reggae Hut,Houston,US,2,11,00,21,00
Reggae Hut,Houston,US,3,11,00,21,00
Reggae Hut,Houston,US,4,11,00,21,00
Reggae Hut,Houston,US,5,11,00,21,00
Reggae Hut,Houston,US,6,11,00,16,00
Regina Pizza,Boston,US,0,11,00,23,30
Regina Pizza,Boston,US,1,11,00,23,30
Regina Pizza,Boston,US,2,11,00,23,30
Regina Pizza,Boston,US,3,11,00,23,30
Regina Pizza,Boston,US,4,11,00,00,30
Regina Pizza,Boston,US,5,11,00,00,30
Regina Pizza,Boston,US,6,11,00,23,30
Regina Pizzeria,Boston,US,0,11,00,22,00
Regina Pizzeria,Boston,US,1,11,00,22,00
Regina Pizzeria,Boston,US,2,11,00,22,00
Regina Pizzeria,Boston,US,3,11,00,22,00
Regina Pizzeria,Boston,US,4,11,00,23,00
Regina Pizzeria,Boston,US,5,11,00,23,00
Regina Pizzeria,Boston,US,6,11,00,22,00
Reign Of Thai,Phoenix,US,1,11,30,15,00
Reign Of Thai,Phoenix,US,1,17,00,21,00
Reign Of Thai,Phoenix,US,2,11,30,15,00
Reign Of Thai,Phoenix,US,2,17,00,21,00
Reign Of Thai,Phoenix,US,3,11,30,15,00
Reign Of Thai,Phoenix,US,3,17,00,21,00
Reign Of Thai,Phoenix,US,4,11,30,15,00
Reign Of Thai,Phoenix,US,4,17,00,21,00
Reign Of Thai,Phoenix,US,5,12,00,15,00
Reign Of Thai,Phoenix,US,5,17,00,21,00
Reign Of Thai,Phoenix,US,6,12,00,15,00
Reign Of Thai,Phoenix,US,6,17,00,21,00
Remington's,Chicago,US,0,11,30,22,00
Remington's,Chicago,US,1,11,30,22,00
Remington's,Chicago,US,2,11,30,22,00
Remington's,Chicago,US,3,11,30,22,00
Remington's,Chicago,US,4,11,30,23,00
Remington's,Chicago,US,5,10,00,23,00
Remington's,Chicago,US,6,10,00,21,00
Republic Diner + Sojubang,Houston,US,0,11,00,22,00
Republic Diner + Sojubang,Houston,US,1,11,00,22,00
Republic Diner + Sojubang,Houston,US,2,11,00,22,00
Republic Diner + Sojubang,Houston,US,3,11,00,22,00
Republic Diner + Sojubang,Houston,US,4,11,00,23,00
Republic Diner + Sojubang,Houston,US,5,11,00,23,00
Republic Diner + Sojubang,Houston,US,6,11,00,22,00
Reren,Washington,US,0,11,00,22,00
Reren,Washington,US,1,11,00,22,00
Reren,Washington,US,2,11,00,22,00
Reren,Washington,US,3,11,00,22,00
Reren,Washington,US,4,11,00,23,00
Reren,Washington,US,5,11,30,23,00
Reren,Washington,US,6,11,30,22,00
Restaurant Amusé,East Perth,AU,1,06,30,23,00
Restaurant Amusé,East Perth,AU,2,06,30,23,00
Restaurant Amusé,East Perth,AU,3,06,30,23,00
Restaurant Amusé,East Perth,AU,4,06,30,23,00
Restaurant Amusé,East Perth,AU,5,06,30,23,00
Restaurant Hubert,Sydney,AU,0,17,00,01,00
Restaurant Hubert,Sydney,AU,1,17,00,01,00
Restaurant Hubert,Sydney,AU,2,17,00,01,00
Restaurant Hubert,Sydney,AU,3,17,00,01,00
Restaurant Hubert,Sydney,AU,4,17,00,01,00
Restaurant Hubert,Sydney,AU,5,17,00,01,00
Restaurant Jun,Perth,AU,0,11,00,22,30
Restaurant Jun,Perth,AU,1,11,00,22,30
Restaurant Jun,Perth,AU,2,11,00,22,30
Restaurant Jun,Perth,AU,3,11,00,22,30
Restaurant Jun,Perth,AU,4,11,00,22,30
Restaurant Jun,Perth,AU,5,18,00,22,30
Restaurant Morita,Auckland,NZ,0,12,00,14,00
Restaurant Morita,Auckland,NZ,0,18,00,21,00
Restaurant Morita,Auckland,NZ,1,12,00,14,00
Restaurant Morita,Auckland,NZ,1,18,00,21,00
Restaurant Morita,Auckland,NZ,2,12,00,14,00
Restaurant Morita,Auckland,NZ,2,18,00,21,00
Restaurant Morita,Auckland,NZ,3,12,00,14,00
Restaurant Morita,Auckland,NZ,3,18,00,21,00
Restaurant Morita,Auckland,NZ,4,12,00,14,00
Restaurant Morita,Auckland,NZ,4,18,00,21,00
Restaurant Morita,Auckland,NZ,5,18,00,21,00
Restaurant Roux,Seattle,US,0,17,00,22,00
Restaurant Roux,Seattle,US,1,17,00,22,00
Restaurant Roux,Seattle,US,2,17,00,22,00
Restaurant Roux,Seattle,US,3,17,00,22,00
Restaurant Roux,Seattle,US,4,17,00,22,00
Restaurant Roux,Seattle,US,5,09,00,14,00
Restaurant Roux,Seattle,US,5,17,00,22,00
Restaurant Roux,Seattle,US,6,09,00,14,00
Restaurant Roux,Seattle,US,6,17,00,21,00
Restaurant Story,London,GB,1,12,00,17,00
Restaurant Story,London,GB,1,18,30,23,00
Restaurant Story,London,GB,2,12,00,17,00
Restaurant Story,London,GB,2,18,30,23,00
Restaurant Story,London,GB,3,12,00,17,00
Restaurant Story,London,GB,3,18,30,23,00
Restaurant Story,London,GB,4,12,00,17,00
Restaurant Story,London,GB,4,18,30,23,00
Restaurant Story,London,GB,5,12,00,17,00
Restaurant Story,London,GB,5,18,30,23,00
Resto,Seattle,US,0,18,00,22,00
Resto,Seattle,US,1,18,00,22,00
Resto,Seattle,US,2,18,00,22,00
Resto,Seattle,US,3,18,00,22,00
Resto,Seattle,US,4,18,00,22,00
Resto,Seattle,US,5,18,00,22,00
Resto,Seattle,US,6,18,00,22,00
Revel,Seattle,US,0,11,00,14,00
Revel,Seattle,US,0,17,00,22,00
Revel,Seattle,US,1,11,00,14,00
Revel,Seattle,US,1,17,00,22,00
Revel,Seattle,US,2,11,00,14,00
Revel,Seattle,US,2,17,00,22,00
Revel,Seattle,US,3,11,00,14,00
Revel,Seattle,US,3,17,00,22,00
Revel,Seattle,US,4,11,00,14,00
Revel,Seattle,US,4,17,00,23,00
Revel,Seattle,US,5,10,00,14,00
Revel,Seattle,US,5,17,00,23,00
Revel,Seattle,US,6,10,00,14,00
Revel,Seattle,US,6,17,00,22,00
Revelry Kitchen,Denver,US,0,07,00,15,00
Revelry Kitchen,Denver,US,1,07,00,15,00
Revelry Kitchen,Denver,US,2,07,00,15,00
Revelry Kitchen,Denver,US,3,07,00,15,00
Revelry Kitchen,Denver,US,4,07,00,15,00
Revelry Kitchen,Denver,US,5,07,00,15,00
Revelry Kitchen,Denver,US,6,07,00,15,00
Revelry on Richmond,Houston,US,0,11,00,00,00
Revelry on Richmond,Houston,US,1,11,00,00,00
Revelry on Richmond,Houston,US,2,11,00,00,00
Revelry on Richmond,Houston,US,3,11,00,02,00
Revelry on Richmond,Houston,US,4,11,00,02,00
Revelry on Richmond,Houston,US,5,11,00,02,00
Revelry on Richmond,Houston,US,6,11,00,00,00
Revival Market,Houston,US,0,07,00,16,00
Revival Market,Houston,US,1,07,00,16,00
Revival Market,Houston,US,2,07,00,16,00
Revival Market,Houston,US,3,07,00,16,00
Revival Market,Houston,US,4,07,00,16,00
Revival Market,Houston,US,5,08,00,16,00
Revival Market,Houston,US,6,08,00,16,00
Revolution Ale House,Charlotte,US,0,11,30,22,00
Revolution Ale House,Charlotte,US,1,11,30,22,00
Revolution Ale House,Charlotte,US,2,11,30,22,00
Revolution Ale House,Charlotte,US,3,11,30,22,00
Revolution Ale House,Charlotte,US,4,11,30,23,30
Revolution Ale House,Charlotte,US,5,11,30,23,30
Revolution Ale House,Charlotte,US,6,11,30,22,00
Revolution Brewing,Chicago,US,0,11,00,01,00
Revolution Brewing,Chicago,US,1,11,00,01,00
Revolution Brewing,Chicago,US,2,11,00,01,00
Revolution Brewing,Chicago,US,3,11,00,01,00
Revolution Brewing,Chicago,US,4,11,00,01,00
Revolution Brewing,Chicago,US,5,10,00,01,00
Revolution Brewing,Chicago,US,6,10,00,01,00
Revolution,Liverpool,GB,0,10,00,02,00
Revolution,Liverpool,GB,1,10,00,02,00
Revolution,Liverpool,GB,2,10,00,02,00
Revolution,Liverpool,GB,3,10,00,02,00
Revolution,Liverpool,GB,4,10,00,03,00
Revolution,Liverpool,GB,5,10,00,03,00
Revolution,Liverpool,GB,6,10,00,02,00
Revolution,Liverpool,GB,0,12,00,03,00
Revolution,Liverpool,GB,1,12,00,03,00
Revolution,Liverpool,GB,2,12,00,03,00
Revolution,Liverpool,GB,3,12,00,03,00
Revolution,Liverpool,GB,4,12,00,03,00
Revolution,Liverpool,GB,5,14,00,03,00
Revolution,Liverpool,GB,6,14,00,03,00
Revolve Kitchen & Brew,Birmingham,US,0,11,00,21,00
Revolve Kitchen & Brew,Birmingham,US,1,11,00,21,00
Revolve Kitchen & Brew,Birmingham,US,2,11,00,21,00
Revolve Kitchen & Brew,Birmingham,US,3,11,00,21,00
Revolve Kitchen & Brew,Birmingham,US,4,11,00,22,00
Revolve Kitchen & Brew,Birmingham,US,5,11,00,22,00
Revolve Kitchen & Brew,Birmingham,US,6,11,00,16,00
Revolver Bourbon Social,Houston,US,0,16,00,00,00
Revolver Bourbon Social,Houston,US,1,16,00,02,00
Revolver Bourbon Social,Houston,US,2,16,00,02,00
Revolver Bourbon Social,Houston,US,3,16,00,02,00
Revolver Bourbon Social,Houston,US,4,16,00,02,00
Revolver Bourbon Social,Houston,US,5,11,00,02,00
Revolver Bourbon Social,Houston,US,6,11,00,00,00
Rex Tremendae,Melbourne,AU,0,07,00,15,30
Rex Tremendae,Melbourne,AU,1,07,00,15,30
Rex Tremendae,Melbourne,AU,2,07,00,15,30
Rex Tremendae,Melbourne,AU,3,07,00,15,30
Rex Tremendae,Melbourne,AU,4,07,00,15,30
Reyhan,San Jose,US,0,11,00,20,00
Reyhan,San Jose,US,1,11,00,20,00
Reyhan,San Jose,US,2,11,00,20,00
Reyhan,San Jose,US,3,11,00,20,00
Reyhan,San Jose,US,4,11,00,20,00
Reyhan,San Jose,US,5,11,00,20,00
Rhein Haus Denver,Denver,US,0,11,00,23,00
Rhein Haus Denver,Denver,US,1,11,00,23,00
Rhein Haus Denver,Denver,US,2,11,00,23,00
Rhein Haus Denver,Denver,US,3,11,00,23,00
Rhein Haus Denver,Denver,US,4,11,00,02,00
Rhein Haus Denver,Denver,US,5,11,00,02,00
Rhein Haus Denver,Denver,US,6,10,00,23,00
Rhino Market & Deli,Charlotte,US,0,07,00,23,00
Rhino Market & Deli,Charlotte,US,1,07,00,23,00
Rhino Market & Deli,Charlotte,US,2,07,00,23,00
Rhino Market & Deli,Charlotte,US,3,07,00,23,00
Rhino Market & Deli,Charlotte,US,4,07,00,00,00
Rhino Market & Deli,Charlotte,US,5,07,00,00,00
Rib It Up,Birmingham,US,0,10,30,21,00
Rib It Up,Birmingham,US,1,10,30,21,00
Rib It Up,Birmingham,US,2,10,30,21,00
Rib It Up,Birmingham,US,3,10,30,21,00
Rib It Up,Birmingham,US,4,10,30,22,00
Rib It Up,Birmingham,US,5,10,30,22,00
Ribs & Burgers,The Rocks,AU,0,11,00,21,30
Ribs & Burgers,The Rocks,AU,1,11,00,21,30
Ribs & Burgers,The Rocks,AU,2,11,00,21,30
Ribs & Burgers,The Rocks,AU,3,11,00,21,30
Ribs & Burgers,The Rocks,AU,4,11,00,22,00
Ribs & Burgers,The Rocks,AU,5,11,00,22,00
Ribs & Burgers,The Rocks,AU,6,11,00,21,30
Ricardo's Cafe,Macquarie,AU,0,07,30,17,30
Ricardo's Cafe,Macquarie,AU,1,07,30,17,30
Ricardo's Cafe,Macquarie,AU,2,07,30,17,30
Ricardo's Cafe,Macquarie,AU,3,07,30,17,30
Ricardo's Cafe,Macquarie,AU,4,07,30,17,30
Ricardo's Cafe,Macquarie,AU,5,07,30,16,00
Ricardo's Cafe,Macquarie,AU,6,07,30,16,00
Rice Bowl Fresh Asian Kitchen,Detroit,US,0,11,00,21,00
Rice Bowl Fresh Asian Kitchen,Detroit,US,1,11,00,21,00
Rice Bowl Fresh Asian Kitchen,Detroit,US,2,11,00,21,00
Rice Bowl Fresh Asian Kitchen,Detroit,US,3,11,00,21,00
Rice Bowl Fresh Asian Kitchen,Detroit,US,4,11,00,21,00
Rice Paper,Melbourne,AU,0,10,00,22,00
Rice Paper,Melbourne,AU,1,10,00,22,00
Rice Paper,Melbourne,AU,2,10,00,22,00
Rice Paper,Melbourne,AU,3,10,00,22,00
Rice Paper,Melbourne,AU,4,10,00,23,00
Rice Paper,Melbourne,AU,5,10,00,23,00
Rice Paper,Melbourne,AU,6,10,00,22,00
Rice Workshop,Melbourne,AU,0,11,00,21,00
Rice Workshop,Melbourne,AU,1,11,00,21,00
Rice Workshop,Melbourne,AU,2,11,00,21,00
Rice Workshop,Melbourne,AU,3,11,00,21,00
Rice Workshop,Melbourne,AU,4,11,00,22,00
Rice Workshop,Melbourne,AU,5,11,00,22,00
Rice Workshop,Melbourne,AU,6,11,00,21,00
Rice Workshop,Sydney,AU,0,09,30,18,30
Rice Workshop,Sydney,AU,1,09,30,18,30
Rice Workshop,Sydney,AU,2,09,30,18,30
Rice Workshop,Sydney,AU,3,09,30,21,00
Rice Workshop,Sydney,AU,4,09,30,18,30
Rice Workshop,Sydney,AU,5,09,30,18,30
Rice Workshop,Sydney,AU,6,10,00,18,00
Rich Table,San Francisco,US,0,17,00,22,30
Rich Table,San Francisco,US,1,17,00,22,30
Rich Table,San Francisco,US,2,17,00,22,30
Rich Table,San Francisco,US,3,17,00,22,30
Rich Table,San Francisco,US,4,17,00,22,30
Rich Table,San Francisco,US,5,17,00,22,30
Rich Table,San Francisco,US,6,17,00,22,30
Richmond Deli,Liverpool,GB,0,06,30,16,30
Richmond Deli,Liverpool,GB,1,06,30,16,30
Richmond Deli,Liverpool,GB,2,06,30,16,30
Richmond Deli,Liverpool,GB,3,06,30,16,30
Richmond Deli,Liverpool,GB,4,06,30,16,30
Richmond Deli,Liverpool,GB,5,06,30,16,30
Rico's Morning Noon Night,Houston,US,0,10,30,20,30
Rico's Morning Noon Night,Houston,US,1,10,30,20,30
Rico's Morning Noon Night,Houston,US,2,10,30,20,30
Rico's Morning Noon Night,Houston,US,3,10,30,00,00
Rico's Morning Noon Night,Houston,US,4,10,30,03,00
Rico's Morning Noon Night,Houston,US,5,09,00,03,00
Rico's Morning Noon Night,Houston,US,6,09,00,20,30
Rider,Brooklyn,US,0,18,00,22,00
Rider,Brooklyn,US,1,18,00,23,00
Rider,Brooklyn,US,2,18,00,23,00
Rider,Brooklyn,US,3,18,00,23,00
Rider,Brooklyn,US,4,18,00,00,00
Rider,Brooklyn,US,5,11,00,00,00
Rider,Brooklyn,US,6,11,00,22,00
Right Proper Brewing Company,Washington,US,0,17,00,23,00
Right Proper Brewing Company,Washington,US,1,17,00,23,00
Right Proper Brewing Company,Washington,US,2,17,00,23,00
Right Proper Brewing Company,Washington,US,3,17,00,23,00
Right Proper Brewing Company,Washington,US,4,11,30,00,00
Right Proper Brewing Company,Washington,US,5,11,30,00,00
Right Proper Brewing Company,Washington,US,6,11,30,22,00
Rigoletto Ristorante,Boston,US,0,12,00,00,00
Rigoletto Ristorante,Boston,US,1,12,00,00,00
Rigoletto Ristorante,Boston,US,2,12,00,00,00
Rigoletto Ristorante,Boston,US,3,12,00,00,00
Rigoletto Ristorante,Boston,US,4,12,00,00,00
Rigoletto Ristorante,Boston,US,5,12,00,00,00
Rigoletto Ristorante,Boston,US,6,12,00,23,00
Riley St Garage,Woolloomooloo,AU,0,12,00,00,00
Riley St Garage,Woolloomooloo,AU,1,12,00,00,00
Riley St Garage,Woolloomooloo,AU,2,12,00,00,00
Riley St Garage,Woolloomooloo,AU,3,12,00,00,00
Riley St Garage,Woolloomooloo,AU,4,12,00,00,00
Riley St Garage,Woolloomooloo,AU,5,12,00,00,00
Rina's Pizzeria & Cafe,Boston,US,0,11,00,23,00
Rina's Pizzeria & Cafe,Boston,US,1,11,00,23,00
Rina's Pizzeria & Cafe,Boston,US,2,11,00,23,00
Rina's Pizzeria & Cafe,Boston,US,3,11,00,23,00
Rina's Pizzeria & Cafe,Boston,US,4,11,00,23,00
Rina's Pizzeria & Cafe,Boston,US,5,11,00,23,00
Rina's Pizzeria & Cafe,Boston,US,6,11,00,23,00
Rincon Tropical,Detroit,US,0,12,00,20,00
Rincon Tropical,Detroit,US,1,11,00,20,00
Rincon Tropical,Detroit,US,2,11,00,20,00
Rincon Tropical,Detroit,US,3,11,00,20,00
Rincon Tropical,Detroit,US,4,11,00,21,00
Rincon Tropical,Detroit,US,5,12,00,21,00
Rincon Tropical,Detroit,US,6,12,00,20,00
Ringolevio,Brooklyn,US,0,18,00,23,00
Ringolevio,Brooklyn,US,1,18,00,23,00
Ringolevio,Brooklyn,US,2,18,00,23,00
Ringolevio,Brooklyn,US,3,18,00,23,00
Ringolevio,Brooklyn,US,4,18,00,00,00
Ringolevio,Brooklyn,US,5,11,00,16,00
Ringolevio,Brooklyn,US,5,18,00,00,00
Ringolevio,Brooklyn,US,6,11,00,16,00
Ringolevio,Brooklyn,US,6,18,00,00,00
Rinkoff Bakeries,London,GB,0,08,00,17,00
Rinkoff Bakeries,London,GB,1,08,00,17,00
Rinkoff Bakeries,London,GB,2,08,00,17,00
Rinkoff Bakeries,London,GB,3,08,00,17,00
Rinkoff Bakeries,London,GB,4,08,00,17,00
Rinkoff Bakeries,London,GB,5,08,00,17,00
Rinkoff Bakeries,London,GB,6,08,00,17,00
Rino's Place,Boston,US,0,16,00,21,00
Rino's Place,Boston,US,1,11,00,21,00
Rino's Place,Boston,US,2,11,00,21,00
Rino's Place,Boston,US,3,11,00,21,00
Rino's Place,Boston,US,4,11,00,22,00
Rino's Place,Boston,US,5,15,00,22,00
Rioja,Denver,US,0,17,00,22,00
Rioja,Denver,US,1,17,00,22,00
Rioja,Denver,US,2,11,30,14,30
Rioja,Denver,US,2,17,00,22,00
Rioja,Denver,US,3,11,30,14,30
Rioja,Denver,US,3,17,00,22,00
Rioja,Denver,US,4,11,30,14,30
Rioja,Denver,US,4,17,00,23,00
Rioja,Denver,US,5,10,00,14,30
Rioja,Denver,US,5,17,00,23,00
Rioja,Denver,US,6,10,00,14,30
Rioja,Denver,US,6,17,00,22,00
