NAME OF RESTAURANT,CITY,COUNTRY CODE,DAY OF WEEK,START TIME HOUR,START TIME MINUTE,END TIME HOUR,END TIME MINUTE
Queen Bee Cafe,Seattle,US,2,07,00,16,00
Queen Bee Cafe,Seattle,US,3,07,00,16,00
Queen Bee Cafe,Seattle,US,4,07,00,16,00
Queen Bee Cafe,Seattle,US,5,07,00,17,00
Queen Bee Cafe,Seattle,US,6,07,00,17,00
Queen City Beer and Chili,Charlotte,US,0,11,00,20,00
Queen City Beer and Chili,Charlotte,US,1,11,00,22,00
Queen City Beer and Chili,Charlotte,US,2,11,00,22,00
Queen City Beer and Chili,Charlotte,US,3,11,00,22,00
Queen City Beer and Chili,Charlotte,US,4,11,00,23,00
Queen City Beer and Chili,Charlotte,US,5,11,00,23,00
Queen City Beer and Chili,Charlotte,US,6,11,00,20,00
Queen Street Rescue,Melbourne,AU,0,06,30,23,00
Queen Street Rescue,Melbourne,AU,1,06,30,23,00
Queen Street Rescue,Melbourne,AU,2,06,30,23,00
Queen Street Rescue,Melbourne,AU,3,06,30,23,00
Queen Street Rescue,Melbourne,AU,4,06,30,00,00
Queen Street Rescue,Melbourne,AU,5,07,30,00,00
Queen Street Rescue,Melbourne,AU,6,07,30,23,00
Queen Vic Pub & Kitchen,Houston,US,0,11,00,22,00
Queen Vic Pub & Kitchen,Houston,US,1,11,00,23,00
Queen Vic Pub & Kitchen,Houston,US,2,11,00,23,00
Queen Vic Pub & Kitchen,Houston,US,3,11,00,23,00
Queen Vic Pub & Kitchen,Houston,US,4,11,00,23,00
Queen Vic Pub & Kitchen,Houston,US,5,11,00,23,00
Queen Vic Pub & Kitchen,Houston,US,6,15,00,22,00
Quick Chef Turkish BBQ Café,Liverpool,GB,0,09,00,23,00
Quick Chef Turkish BBQ Café,Liverpool,GB,1,09,00,23,00
Quick Chef Turkish BBQ Café,Liverpool,GB,2,09,00,23,00
Quick Chef Turkish BBQ Café,Liverpool,GB,3,09,00,23,00
Quick Chef Turkish BBQ Café,Liverpool,GB,4,09,00,23,00
Quick Chef Turkish BBQ Café,Liverpool,GB,5,09,00,23,00
Quick Chef Turkish BBQ Café,Liverpool,GB,6,09,00,22,00
Quijote's Broadway,Denver,US,0,08,00,18,00
Quijote's Broadway,Denver,US,1,08,00,18,00
Quijote's Broadway,Denver,US,2,08,00,18,00
Quijote's Broadway,Denver,US,3,08,00,18,00
Quijote's Broadway,Denver,US,4,08,00,18,00
Quijote's Broadway,Denver,US,5,08,00,18,00
Quill,Washington,US,0,10,00,00,00
Quill,Washington,US,1,10,00,00,00
Quill,Washington,US,2,10,00,00,00
Quill,Washington,US,3,10,00,00,00
Quill,Washington,US,4,10,00,00,00
Quill,Washington,US,5,11,00,00,00
Quill,Washington,US,6,11,00,00,00
Quilon Restaurant,London,GB,0,12,00,14,00
Quilon Restaurant,London,GB,0,18,00,22,30
Quilon Restaurant,London,GB,1,12,00,14,00
Quilon Restaurant,London,GB,1,18,00,22,30
Quilon Restaurant,London,GB,2,12,00,14,00
Quilon Restaurant,London,GB,2,18,00,22,30
Quilon Restaurant,London,GB,3,12,00,14,00
Quilon Restaurant,London,GB,3,18,00,22,30
Quilon Restaurant,London,GB,4,12,00,14,00
Quilon Restaurant,London,GB,4,18,00,22,30
Quilon Restaurant,London,GB,5,12,30,15,00
Quilon Restaurant,London,GB,5,18,00,22,30
Quilon Restaurant,London,GB,6,12,30,15,00
Quilon Restaurant,London,GB,6,18,00,22,00
Quinn's,Seattle,US,0,15,00,01,00
Quinn's,Seattle,US,1,15,00,01,00
Quinn's,Seattle,US,2,15,00,01,00
Quinn's,Seattle,US,3,15,00,01,00
Quinn's,Seattle,US,4,15,00,01,00
Quinn's,Seattle,US,5,15,00,01,00
Quinn's,Seattle,US,6,15,00,01,00
Quynny's Quisine,Liverpool,GB,0,09,00,21,00
Quynny's Quisine,Liverpool,GB,1,09,00,21,00
Quynny's Quisine,Liverpool,GB,2,09,00,21,00
Quynny's Quisine,Liverpool,GB,3,09,00,21,00
Quynny's Quisine,Liverpool,GB,4,09,00,21,00
Quynny's Quisine,Liverpool,GB,5,09,00,21,00
Quynny's Quisine,Liverpool,GB,6,09,00,21,00
Qv Bar Cafe,Sydney,AU,0,06,30,18,00
Qv Bar Cafe,Sydney,AU,1,06,30,18,00
Qv Bar Cafe,Sydney,AU,2,06,30,18,00
Qv Bar Cafe,Sydney,AU,3,06,30,21,00
Qv Bar Cafe,Sydney,AU,4,06,30,18,00
Qv Bar Cafe,Sydney,AU,5,07,00,18,00
Qv Bar Cafe,Sydney,AU,6,07,30,17,30
QVB Gourmet Seafood,Sydney,AU,0,10,00,18,00
QVB Gourmet Seafood,Sydney,AU,1,10,00,18,00
QVB Gourmet Seafood,Sydney,AU,2,10,00,18,00
QVB Gourmet Seafood,Sydney,AU,3,10,00,18,00
QVB Gourmet Seafood,Sydney,AU,4,10,00,18,00
QVB Gourmet Seafood,Sydney,AU,5,10,00,18,00
R & W Cafe,Detroit,US,2,11,00,18,30
R & W Cafe,Detroit,US,3,11,00,18,30
R & W Cafe,Detroit,US,4,11,00,20,00
R & W Cafe,Detroit,US,5,11,00,20,00
R & W Cafe,Detroit,US,6,13,30,18,30
Rabbit,London,GB,0,11,00,00,00
Rabbit,London,GB,1,11,00,00,00
Rabbit,London,GB,2,11,00,00,00
Rabbit,London,GB,3,11,00,00,00
Rabbit,London,GB,4,11,00,00,00
Rabbit,London,GB,5,11,00,00,00
Rabbit,London,GB,6,12,00,16,00
Rabbithole Restaurant,Brooklyn,US,0,09,00,23,00
Rabbithole Restaurant,Brooklyn,US,1,09,00,23,00
Rabbithole Restaurant,Brooklyn,US,2,09,00,23,00
Rabbithole Restaurant,Brooklyn,US,3,09,00,23,00
Rabbithole Restaurant,Brooklyn,US,4,09,00,23,00
Rabbithole Restaurant,Brooklyn,US,5,09,00,23,00
Rabbithole Restaurant,Brooklyn,US,6,09,00,23,00
Rachel's Kitchen,Las Vegas,US,0,08,00,15,00
Rachel's Kitchen,Las Vegas,US,1,08,00,15,00
Rachel's Kitchen,Las Vegas,US,2,08,00,15,00
Rachel's Kitchen,Las Vegas,US,3,08,00,15,00
Rachel's Kitchen,Las Vegas,US,4,08,00,15,00
Radiator,Washington,US,0,07,00,10,30
Radiator,Washington,US,0,16,00,23,30
Radiator,Washington,US,1,07,00,10,30
Radiator,Washington,US,1,16,00,23,30
Radiator,Washington,US,2,07,00,10,30
Radiator,Washington,US,2,16,00,23,30
Radiator,Washington,US,3,07,00,10,30
Radiator,Washington,US,3,16,00,01,30
Radiator,Washington,US,4,07,00,10,30
Radiator,Washington,US,4,16,00,01,30
Radiator,Washington,US,5,08,00,11,00
Radiator,Washington,US,5,16,00,01,30
Radiator,Washington,US,6,08,00,14,30
Radiator,Washington,US,6,16,00,23,30
Radii Restaurant & Bar,Melbourne,AU,0,06,30,10,30
Radii Restaurant & Bar,Melbourne,AU,0,18,00,00,00
Radii Restaurant & Bar,Melbourne,AU,1,06,30,10,30
Radii Restaurant & Bar,Melbourne,AU,1,18,00,00,00
Radii Restaurant & Bar,Melbourne,AU,2,06,30,10,30
Radii Restaurant & Bar,Melbourne,AU,2,18,00,00,00
Radii Restaurant & Bar,Melbourne,AU,3,06,30,10,30
Radii Restaurant & Bar,Melbourne,AU,3,18,00,00,00
Radii Restaurant & Bar,Melbourne,AU,4,06,30,10,30
Radii Restaurant & Bar,Melbourne,AU,4,18,00,01,00
Radii Restaurant & Bar,Melbourne,AU,5,07,00,11,00
Radii Restaurant & Bar,Melbourne,AU,5,18,00,01,00
Radii Restaurant & Bar,Melbourne,AU,6,07,00,11,00
Rafiki's Grill,Birmingham,US,0,16,00,00,00
Rafiki's Grill,Birmingham,US,1,16,00,00,00
Rafiki's Grill,Birmingham,US,2,16,00,00,00
Rafiki's Grill,Birmingham,US,3,16,00,00,00
Rafiki's Grill,Birmingham,US,4,16,00,00,00
Rafiki's Grill,Birmingham,US,5,11,00,02,00
Rafiki's Grill,Birmingham,US,6,11,00,00,00
Ragazza,San Francisco,US,0,17,00,22,00
Ragazza,San Francisco,US,1,17,00,22,00
Ragazza,San Francisco,US,2,17,00,22,00
Ragazza,San Francisco,US,3,17,00,22,00
Ragazza,San Francisco,US,4,17,00,22,30
Ragazza,San Francisco,US,5,17,00,22,30
Ragazza,San Francisco,US,6,17,00,22,00
Raggas,Liverpool,GB,0,11,30,22,00
Raggas,Liverpool,GB,1,11,30,22,00
Raggas,Liverpool,GB,2,11,30,22,00
Raggas,Liverpool,GB,3,11,30,22,00
Raggas,Liverpool,GB,4,11,30,22,00
Raggas,Liverpool,GB,5,11,30,22,00
Ragin' Hog BBQ,Denver,US,1,11,00,19,00
Ragin' Hog BBQ,Denver,US,2,11,00,19,00
Ragin' Hog BBQ,Denver,US,3,11,00,19,00
Ragin' Hog BBQ,Denver,US,4,11,00,19,00
Ragin' Hog BBQ,Denver,US,5,11,00,19,00
Ragu Pasta & Wine Bar,Sydney,AU,0,08,00,18,30
Ragu Pasta & Wine Bar,Sydney,AU,1,08,00,18,30
Ragu Pasta & Wine Bar,Sydney,AU,2,08,00,18,30
Ragu Pasta & Wine Bar,Sydney,AU,3,08,00,21,00
Ragu Pasta & Wine Bar,Sydney,AU,4,08,00,20,00
Ragu Pasta & Wine Bar,Sydney,AU,5,08,00,20,00
Ragu Pasta & Wine Bar,Sydney,AU,6,09,00,18,00
Ragú & Pesto,Houston,US,1,11,00,22,00
Ragú & Pesto,Houston,US,2,11,00,22,00
Ragú & Pesto,Houston,US,3,11,00,22,00
Ragú & Pesto,Houston,US,4,11,00,22,30
Ragú & Pesto,Houston,US,5,12,30,22,30
Ragú & Pesto,Houston,US,6,12,30,21,00
Rai Lay,Charlotte,US,1,11,00,15,00
Rai Lay,Charlotte,US,1,17,00,22,00
Rai Lay,Charlotte,US,2,11,00,15,00
Rai Lay,Charlotte,US,2,17,00,22,00
Rai Lay,Charlotte,US,3,11,00,15,00
Rai Lay,Charlotte,US,3,17,00,22,00
Rai Lay,Charlotte,US,4,11,00,15,00
Rai Lay,Charlotte,US,4,17,00,22,00
Rai Lay,Charlotte,US,5,12,00,22,00
Rai Lay,Charlotte,US,6,17,00,22,00
Rain City Burgers,Seattle,US,0,11,00,21,00
Rain City Burgers,Seattle,US,1,11,00,21,00
Rain City Burgers,Seattle,US,2,11,00,21,00
Rain City Burgers,Seattle,US,3,11,00,21,00
Rain City Burgers,Seattle,US,4,11,00,22,00
Rain City Burgers,Seattle,US,5,11,00,22,00
Rain City Burgers,Seattle,US,6,12,00,20,00
Raising Cane's Chicken Fingers,Boston,US,0,11,00,00,00
Raising Cane's Chicken Fingers,Boston,US,1,11,00,00,00
Raising Cane's Chicken Fingers,Boston,US,2,11,00,00,00
Raising Cane's Chicken Fingers,Boston,US,3,11,00,00,00
Raising Cane's Chicken Fingers,Boston,US,4,11,00,00,00
Raising Cane's Chicken Fingers,Boston,US,5,11,00,00,00
Raising Cane's Chicken Fingers,Boston,US,6,11,00,00,00
Raku,Las Vegas,US,0,18,00,03,00
Raku,Las Vegas,US,1,18,00,03,00
Raku,Las Vegas,US,2,18,00,03,00
Raku,Las Vegas,US,3,18,00,03,00
Raku,Las Vegas,US,4,18,00,03,00
Raku,Las Vegas,US,5,18,00,03,00
Raku,New York,US,1,12,00,23,00
Raku,New York,US,2,12,00,23,00
Raku,New York,US,3,12,00,23,00
Raku,New York,US,4,12,00,23,00
Raku,New York,US,5,12,00,23,00
Raku,New York,US,6,12,00,23,00
Raku,Washington,US,0,11,30,14,30
Raku,Washington,US,0,16,00,22,00
Raku,Washington,US,1,11,30,14,30
Raku,Washington,US,1,16,00,22,00
Raku,Washington,US,2,11,30,14,30
Raku,Washington,US,2,16,00,22,00
Raku,Washington,US,3,11,30,14,30
Raku,Washington,US,3,16,00,22,00
Raku,Washington,US,4,11,30,14,30
Raku,Washington,US,4,16,00,22,30
Raku,Washington,US,5,12,00,15,00
Raku,Washington,US,5,17,00,22,30
Raku,Washington,US,6,11,30,15,00
Raku,Washington,US,6,17,00,21,30
Ramen Do,Auckland,NZ,0,11,30,15,00
Ramen Do,Auckland,NZ,0,17,30,21,00
Ramen Do,Auckland,NZ,2,11,30,15,00
Ramen Do,Auckland,NZ,2,17,30,21,00
Ramen Do,Auckland,NZ,3,11,30,15,00
Ramen Do,Auckland,NZ,3,17,30,21,00
Ramen Do,Auckland,NZ,4,11,30,15,00
Ramen Do,Auckland,NZ,4,17,30,21,00
Ramen Do,Auckland,NZ,5,12,00,15,00
Ramen Do,Auckland,NZ,5,17,30,21,00
Ramen Do,Auckland,NZ,6,12,00,15,00
Ramen Do,Auckland,NZ,6,17,30,21,00
Ramen Halu,San Jose,US,0,11,30,14,00
Ramen Halu,San Jose,US,0,17,30,21,00
Ramen Halu,San Jose,US,1,11,30,14,00
Ramen Halu,San Jose,US,1,17,30,21,00
Ramen Halu,San Jose,US,2,11,30,14,00
Ramen Halu,San Jose,US,2,17,30,21,00
Ramen Halu,San Jose,US,3,11,30,14,00
Ramen Halu,San Jose,US,3,17,30,21,00
Ramen Halu,San Jose,US,4,11,30,14,00
Ramen Halu,San Jose,US,4,17,30,21,30
Ramen Halu,San Jose,US,5,11,30,14,30
Ramen Halu,San Jose,US,5,17,30,21,30
Ramen Halu,San Jose,US,6,11,30,14,30
Ramen Halu,San Jose,US,6,17,30,21,00
Ramen Ikkyu,Sydney,AU,0,12,00,20,30
Ramen Ikkyu,Sydney,AU,1,12,00,20,30
Ramen Ikkyu,Sydney,AU,2,12,00,20,30
Ramen Ikkyu,Sydney,AU,3,12,00,20,30
Ramen Ikkyu,Sydney,AU,4,12,00,20,30
Ramen Ikkyu,Sydney,AU,5,12,00,20,30
Ramen Ikkyu,Sydney,AU,6,12,00,20,30
Ramen KoBo,Las Vegas,US,0,11,30,14,30
Ramen KoBo,Las Vegas,US,0,17,00,23,00
Ramen KoBo,Las Vegas,US,1,11,30,14,30
Ramen KoBo,Las Vegas,US,1,17,00,23,00
Ramen KoBo,Las Vegas,US,2,11,30,14,30
Ramen KoBo,Las Vegas,US,2,17,00,23,00
Ramen KoBo,Las Vegas,US,3,11,30,14,30
Ramen KoBo,Las Vegas,US,3,17,00,23,00
Ramen KoBo,Las Vegas,US,4,11,30,14,30
Ramen KoBo,Las Vegas,US,4,17,00,23,00
Ramen KoBo,Las Vegas,US,5,11,30,23,00
Ramen KoBo,Las Vegas,US,6,11,30,23,00
Ramen Sora,Las Vegas,US,0,11,30,23,00
Ramen Sora,Las Vegas,US,1,11,30,23,00
Ramen Sora,Las Vegas,US,2,11,30,23,00
Ramen Sora,Las Vegas,US,3,11,30,23,00
Ramen Sora,Las Vegas,US,4,11,30,23,00
Ramen Sora,Las Vegas,US,5,11,30,23,00
Ramen Sora,Las Vegas,US,6,11,30,23,00
Ramen Tatsu,Las Vegas,US,0,11,30,23,00
Ramen Tatsu,Las Vegas,US,1,11,30,23,00
Ramen Tatsu,Las Vegas,US,2,11,30,23,00
Ramen Tatsu,Las Vegas,US,3,11,30,23,00
Ramen Tatsu,Las Vegas,US,4,11,30,23,00
Ramen Tatsu,Las Vegas,US,5,11,30,23,00
Ramen Tatsu,Las Vegas,US,6,11,30,22,00
Ramen Tenma,San Jose,US,0,18,00,21,00
Ramen Tenma,San Jose,US,1,11,30,14,00
Ramen Tenma,San Jose,US,1,18,00,21,00
Ramen Tenma,San Jose,US,3,11,30,14,00
Ramen Tenma,San Jose,US,3,18,00,21,00
Ramen Tenma,San Jose,US,4,11,30,14,00
Ramen Tenma,San Jose,US,4,18,00,21,00
Ramen Tenma,San Jose,US,5,11,30,14,00
Ramen Tenma,San Jose,US,5,17,30,21,00
Ramen Tenma,San Jose,US,6,11,30,14,00
Ramen Tenma,San Jose,US,6,17,30,21,00
Ramen Ya Katana,Las Vegas,US,0,10,00,22,00
Ramen Ya Katana,Las Vegas,US,1,10,00,22,00
Ramen Ya Katana,Las Vegas,US,2,10,00,22,00
Ramen Ya Katana,Las Vegas,US,3,10,00,22,00
Ramen Ya Katana,Las Vegas,US,4,10,00,23,00
Ramen Ya Katana,Las Vegas,US,5,10,00,23,00
Ramen Ya Katana,Las Vegas,US,6,10,00,22,00
Ramen Ya,Melbourne,AU,0,11,30,21,00
Ramen Ya,Melbourne,AU,1,11,30,21,00
Ramen Ya,Melbourne,AU,2,11,30,21,00
Ramen Ya,Melbourne,AU,3,11,30,21,00
Ramen Ya,Melbourne,AU,4,11,30,21,00
Ramen Ya,Melbourne,AU,5,11,30,21,00
Ramen Ya,Melbourne,AU,6,11,30,17,00
Ramen Yamadaya,San Jose,US,0,11,00,15,00
Ramen Yamadaya,San Jose,US,0,17,30,21,00
Ramen Yamadaya,San Jose,US,1,11,00,15,00
Ramen Yamadaya,San Jose,US,1,17,30,21,00
Ramen Yamadaya,San Jose,US,2,11,00,15,00
Ramen Yamadaya,San Jose,US,2,17,30,21,00
Ramen Yamadaya,San Jose,US,3,11,00,15,00
Ramen Yamadaya,San Jose,US,3,17,30,21,00
Ramen Yamadaya,San Jose,US,4,11,00,15,00
Ramen Yamadaya,San Jose,US,4,17,30,21,00
Ramen Yamadaya,San Jose,US,5,11,00,15,00
Ramen Yamadaya,San Jose,US,5,17,30,21,00
Ramen Yamadaya,San Jose,US,6,11,00,15,00
Ramen Yamadaya,San Jose,US,6,17,30,21,00
Ranch House Family Restaurant,Birmingham,US,0,06,00,21,00
Ranch House Family Restaurant,Birmingham,US,1,06,00,21,00
Ranch House Family Restaurant,Birmingham,US,2,06,00,21,00
Ranch House Family Restaurant,Birmingham,US,3,06,00,21,00
Ranch House Family Restaurant,Birmingham,US,4,06,00,22,00
Ranch House Family Restaurant,Birmingham,US,5,06,00,22,00
Ranch House Family Restaurant,Birmingham,US,6,06,00,21,00
Ranch House Grille,Phoenix,US,0,06,00,14,00
Ranch House Grille,Phoenix,US,1,06,00,14,00
Ranch House Grille,Phoenix,US,2,06,00,14,00
Ranch House Grille,Phoenix,US,3,06,00,14,00
Ranch House Grille,Phoenix,US,4,06,00,14,00
Ranch House Grille,Phoenix,US,5,06,00,14,00
Ranch House Grille,Phoenix,US,6,06,00,14,00
Randall & Aubin,London,GB,0,12,00,23,00
Randall & Aubin,London,GB,1,12,00,23,00
Randall & Aubin,London,GB,2,12,00,23,00
Randall & Aubin,London,GB,3,12,00,23,00
Randall & Aubin,London,GB,4,12,00,23,00
Randall & Aubin,London,GB,5,12,00,23,00
Randall & Aubin,London,GB,6,12,00,22,00
Ranelli's Deli & Cafe,Birmingham,US,0,09,00,18,00
Ranelli's Deli & Cafe,Birmingham,US,1,09,00,18,00
Ranelli's Deli & Cafe,Birmingham,US,2,09,00,18,00
Ranelli's Deli & Cafe,Birmingham,US,3,09,00,18,00
Ranelli's Deli & Cafe,Birmingham,US,4,09,00,18,00
Range,Chicago,US,0,16,00,21,00
Range,Chicago,US,1,16,00,21,00
Range,Chicago,US,2,16,00,21,00
Range,Chicago,US,3,16,00,21,00
Range,Chicago,US,4,16,00,22,00
Range,Chicago,US,5,09,00,22,00
Range,Chicago,US,6,09,00,21,00
Range,Denver,US,0,06,30,22,00
Range,Denver,US,1,06,30,22,00
Range,Denver,US,2,06,30,22,00
Range,Denver,US,3,06,30,22,00
Range,Denver,US,4,06,30,22,00
Range,Denver,US,5,07,00,22,00
Range,Denver,US,6,06,30,21,00
Ranjit's Kitchen,Glasgow,GB,1,12,00,20,00
Ranjit's Kitchen,Glasgow,GB,2,12,00,20,00
Ranjit's Kitchen,Glasgow,GB,3,12,00,20,00
Ranjit's Kitchen,Glasgow,GB,4,12,00,20,00
Ranjit's Kitchen,Glasgow,GB,5,12,00,20,00
Ranjit's Kitchen,Glasgow,GB,6,12,00,20,00
Rapidito,Chicago,US,1,16,30,21,00
Rapidito,Chicago,US,2,16,30,21,00
Rapidito,Chicago,US,3,16,30,21,00
Rapidito,Chicago,US,4,16,00,23,00
Rapidito,Chicago,US,5,11,00,22,00
Rapidito,Chicago,US,6,11,00,21,00
Rasa,London,GB,0,12,00,15,00
Rasa,London,GB,0,18,00,22,30
Rasa,London,GB,1,12,00,15,00
Rasa,London,GB,1,18,00,22,30
Rasa,London,GB,2,12,00,15,00
Rasa,London,GB,2,18,00,22,30
Rasa,London,GB,3,12,00,15,00
Rasa,London,GB,3,18,00,22,30
Rasa,London,GB,4,12,00,15,00
Rasa,London,GB,4,18,00,22,30
Rasa,London,GB,5,12,00,15,00
Rasa,London,GB,5,18,00,22,30
Raven Lounge & Restaurant,Detroit,US,3,19,30,02,00
Raven Lounge & Restaurant,Detroit,US,4,19,30,02,00
Raven Lounge & Restaurant,Detroit,US,5,19,30,02,00
raw+more,Perth,AU,0,08,00,15,00
raw+more,Perth,AU,1,08,00,15,00
raw+more,Perth,AU,2,08,00,15,00
raw+more,Perth,AU,3,08,00,15,00
raw+more,Perth,AU,4,08,00,15,00
raw+more,Perth,AU,5,08,00,14,00
raw+more,Perth,AU,6,09,00,14,00
Rawlings - Love To Eat,Glasgow,GB,1,09,00,17,00
Rawlings - Love To Eat,Glasgow,GB,2,09,00,17,00
Rawlings - Love To Eat,Glasgow,GB,3,09,00,17,00
Rawlings - Love To Eat,Glasgow,GB,4,09,00,17,00
Rawlings - Love To Eat,Glasgow,GB,5,10,00,17,00
Rawlings - Love To Eat,Glasgow,GB,6,10,00,16,00
Ray's Boathouse,Seattle,US,0,16,30,21,30
Ray's Boathouse,Seattle,US,1,16,30,21,30
Ray's Boathouse,Seattle,US,2,16,30,21,30
Ray's Boathouse,Seattle,US,3,16,30,21,30
Ray's Boathouse,Seattle,US,4,16,30,21,30
Ray's Boathouse,Seattle,US,5,16,30,21,30
Ray's Boathouse,Seattle,US,6,16,30,21,30
re:public,Seattle,US,0,11,30,02,00
re:public,Seattle,US,1,11,30,02,00
re:public,Seattle,US,2,11,30,02,00
re:public,Seattle,US,3,11,30,02,00
re:public,Seattle,US,4,11,30,02,00
re:public,Seattle,US,5,16,00,02,00
re:public,Seattle,US,6,11,00,02,00
Real Food For You,Melbourne,AU,0,07,30,19,30
Real Food For You,Melbourne,AU,1,07,30,19,30
Real Food For You,Melbourne,AU,2,07,30,19,30
Real Food For You,Melbourne,AU,3,07,30,19,30
Real Food For You,Melbourne,AU,4,07,30,16,00
Real Kabob,San Jose,US,0,11,00,20,00
Real Kabob,San Jose,US,1,11,00,20,00
Real Kabob,San Jose,US,2,11,00,20,00
Real Kabob,San Jose,US,3,11,00,20,00
Real Kabob,San Jose,US,4,11,00,20,00
Real Kabob,San Jose,US,5,11,00,20,00
Reathrey Sekong,Phoenix,US,0,11,00,15,00
Reathrey Sekong,Phoenix,US,0,17,00,21,00
Reathrey Sekong,Phoenix,US,1,11,00,15,00
Reathrey Sekong,Phoenix,US,1,17,00,21,00
Reathrey Sekong,Phoenix,US,2,11,00,15,00
Reathrey Sekong,Phoenix,US,2,17,00,21,00
Reathrey Sekong,Phoenix,US,3,11,00,15,00
Reathrey Sekong,Phoenix,US,3,17,00,21,00
Reathrey Sekong,Phoenix,US,4,11,00,15,00
Reathrey Sekong,Phoenix,US,4,17,00,21,00
Reathrey Sekong,Phoenix,US,5,11,00,15,00
Reathrey Sekong,Phoenix,US,5,17,00,21,00
ReBAR,Las Vegas,US,0,11,30,00,00
ReBAR,Las Vegas,US,1,11,30,00,00
ReBAR,Las Vegas,US,2,11,30,00,00
ReBAR,Las Vegas,US,3,11,30,01,00
ReBAR,Las Vegas,US,4,11,30,02,00
ReBAR,Las Vegas,US,5,11,30,02,00
ReBAR,Las Vegas,US,6,11,30,00,00
Rebel Republic,Las Vegas,US,0,00,00,00,00
Rebel Republic,Las Vegas,US,1,00,00,00,00
Rebel Republic,Las Vegas,US,2,00,00,00,00
Rebel Republic,Las Vegas,US,3,00,00,00,00
Rebel Republic,Las Vegas,US,4,00,00,00,00
Rebel Republic,Las Vegas,US,5,00,00,00,00
Rebel Republic,Las Vegas,US,6,00,00,00,00
Rebel Restaurant,Denver,US,0,17,00,22,00
Rebel Restaurant,Denver,US,1,17,00,22,00
Rebel Restaurant,Denver,US,2,17,00,22,00
Rebel Restaurant,Denver,US,3,17,00,02,00
Rebel Restaurant,Denver,US,4,15,00,02,00
Rebel Restaurant,Denver,US,5,15,00,02,00
Recess,Perth,AU,0,07,00,16,00
Recess,Perth,AU,1,07,00,16,00
Recess,Perth,AU,2,07,00,16,00
Recess,Perth,AU,3,07,00,16,00
Recess,Perth,AU,4,07,00,16,00
Recipe Restaurant,Perth,AU,0,17,30,21,00
Recipe Restaurant,Perth,AU,1,11,30,14,00
Recipe Restaurant,Perth,AU,1,17,30,21,00
Recipe Restaurant,Perth,AU,2,11,30,14,00
Recipe Restaurant,Perth,AU,2,17,30,21,00
Recipe Restaurant,Perth,AU,3,11,30,14,00
Recipe Restaurant,Perth,AU,3,17,30,21,00
Recipe Restaurant,Perth,AU,4,11,30,14,00
Recipe Restaurant,Perth,AU,4,17,30,21,00
Recipe Restaurant,Perth,AU,5,08,30,11,00
Recipe Restaurant,Perth,AU,5,11,30,14,00
Recipe Restaurant,Perth,AU,5,17,30,21,00
Recipe Restaurant,Perth,AU,6,08,30,11,00
Recipe Restaurant,Perth,AU,6,11,30,14,00
Recipe Restaurant,Perth,AU,6,17,30,21,00
Red Bowl,Birmingham,US,0,10,00,22,00
Red Bowl,Birmingham,US,1,10,00,22,00
Red Bowl,Birmingham,US,2,10,00,22,00
Red Bowl,Birmingham,US,3,10,00,22,00
Red Bowl,Birmingham,US,4,10,00,22,00
Red Bowl,Birmingham,US,5,10,00,22,00
Red Bowl,Birmingham,US,6,10,00,22,00
Red Cow,Seattle,US,0,17,00,22,00
Red Cow,Seattle,US,1,17,00,22,00
Red Cow,Seattle,US,2,17,00,22,00
Red Cow,Seattle,US,3,17,00,22,00
Red Cow,Seattle,US,4,17,00,23,00
Red Cow,Seattle,US,5,17,00,23,00
Red Cow,Seattle,US,6,17,00,22,00
Red Derby,Washington,US,0,17,00,02,00
Red Derby,Washington,US,1,17,00,02,00
Red Derby,Washington,US,2,17,00,02,00
Red Derby,Washington,US,3,17,00,02,00
Red Derby,Washington,US,4,17,00,03,00
Red Derby,Washington,US,5,11,00,03,00
Red Derby,Washington,US,6,11,00,02,00
Red Door Cafe,San Francisco,US,4,11,00,13,00
Red Door Cafe,San Francisco,US,5,10,00,14,00
Red Door Cafe,San Francisco,US,6,10,00,14,00
Red Hill Station,San Francisco,US,0,11,00,22,00
Red Hill Station,San Francisco,US,1,11,00,22,00
Red Hill Station,San Francisco,US,2,11,00,22,00
Red Hill Station,San Francisco,US,3,11,00,22,00
Red Hill Station,San Francisco,US,4,11,00,22,00
Red Hill Station,San Francisco,US,5,11,00,22,00
Red Hill Station,San Francisco,US,6,11,00,22,00
Red Hook,Brisbane,AU,0,07,00,00,00
Red Hook,Brisbane,AU,1,07,00,00,00
Red Hook,Brisbane,AU,2,07,00,00,00
Red Hook,Brisbane,AU,3,07,00,00,00
Red Hook,Brisbane,AU,4,07,00,00,00
Red Hook,Brisbane,AU,5,16,00,00,00
Red Hook Lobster Pound,Brooklyn,US,1,12,00,20,00
Red Hook Lobster Pound,Brooklyn,US,2,12,00,20,00
Red Hook Lobster Pound,Brooklyn,US,3,12,00,20,00
Red Hook Lobster Pound,Brooklyn,US,4,12,00,22,00
Red Hook Lobster Pound,Brooklyn,US,5,12,00,22,00
Red Hook Lobster Pound,Brooklyn,US,6,12,00,20,00
Red Hot World Buffet,Liverpool,GB,0,12,00,22,30
Red Hot World Buffet,Liverpool,GB,1,12,00,22,30
Red Hot World Buffet,Liverpool,GB,2,12,00,22,30
Red Hot World Buffet,Liverpool,GB,3,12,00,22,30
Red Hot World Buffet,Liverpool,GB,4,12,00,23,00
